MusterCallsDate,MobilizatonSymbol,Countycode,RegistrationAddress,RecallUnit 
2017-06-24,精誠甲字240306,67000,台南市大內區日新村新厝子45號,大內營區,
2017-07-12,精誠甲字240400,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2017-11-18,精誠甲字240501,64000,高雄市鳳山區維武路1號,黃埔營區,
2017-11-04,精誠甲字240505,64000,高雄市鳳山區維武路1號,黃埔營區,
2017-11-11,精誠甲字240506,64000,高雄市鳳山區維武路1號,黃埔營區,
2017-11-18,精誠甲字240507,64000,高雄市鳳山區維武路1號,黃埔營區,
2017-11-18,精誠甲字240508,64000,高雄市鳳山區維武路1號,黃埔營區,
2017-11-18,精誠甲字240509,64000,高雄市鳳山區維武路1號,黃埔營區,
2017-08-05,精誠甲字240700,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2017-05-17,精誠甲字240801,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2017-05-17,精誠甲字240802,64000,高雄市燕巢區鳳旗路23號,鳳雄營區,
2017-09-16,精誠甲字240904,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2017-07-01,精誠甲字240905,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2017-10-18,精誠甲字240906,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2017-05-13,精誠甲字240907,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2017-07-01,精誠甲字240908,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2017-03-11,精誠甲字241001,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2017-03-11,精誠甲字241003,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2017-04-15,精誠甲字241004,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2017-06-10,精誠甲字241006,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2017-07-15,精誠甲字250104,66000,台中市和平區東關路一段岳武巷5號,麗陽營區,
2017-08-12,精誠甲字250106,66000,台中市和平區東關路一段岳武巷5號,麗陽營區,
2017-11-11,精誠甲字250201,66000,臺中市烏日區中山路3段502號,成功嶺營區,
2017-11-11,精誠甲字250202,66000,臺中市烏日區中山路3段502號,成功嶺營區,
2017-04-22,精誠甲字250301,66000,臺中市烏日區中山路3段502號,成功嶺營區,
2017-08-12,精誠甲字250303,66000,臺中市烏日區中山路3段502號,成功嶺營區,
2017-06-14,精誠甲字250305,66000,臺中市烏日區中山路3段502號,成功嶺營區,
2017-05-02,精誠甲字250307,66000,臺中市烏日區中山路3段502號,成功嶺營區,
2017-05-13,精誠甲字250308,66000,臺中市烏日區中山路3段502號,成功嶺營區,
2017-04-22,精誠甲字250309,66000,臺中市烏日區中山路3段502號,成功嶺營區,
2017-04-22,精誠甲字250310,66000,臺中市烏日區中山路3段502號,成功嶺營區,
2017-11-04,精誠甲字250403,66000,台中市烏日區中山路三段502號,成功嶺營區,
2017-04-08,精誠甲字250404,66000,台中市烏日區中山路三段502號,成功嶺營區,
2017-03-22,精誠甲字250405,66000,台中市烏日區中山路三段502號,成功嶺營區,
2017-11-04,精誠甲字250410,66000,台中市烏日區中山路三段502號,成功嶺營區,
2017-11-04,精誠甲字250802,67000,臺南市白河區內角里2號,內角營區,
2017-07-08,精誠甲字250806,67000,臺南市白河區內角里2號,內角營區,
2017-06-21,精誠甲字251001,10010,嘉義縣大林鎮中坑里沙崙19號,精北營區,
2017-06-10,精誠甲字251002,10010,嘉義縣大林鎮中坑里沙崙19號,精北營區,
2017-05-13,精誠甲字251004,10010,嘉義縣大林鎮中坑里沙崙19號,精南營區,
2017-05-02,精誠甲字251007,10010,嘉義縣大林鎮中坑里沙崙19號,精北營區,
2017-07-01,精誠甲字251008,10010,嘉義縣大林鎮中坑里沙崙19號,精北營區,
2017-06-21,精誠甲字251009,10010,嘉義縣大林鎮中坑里沙崙19號,精北營區,
2017-07-29,精誠甲字251200,10010,嘉義縣水上鄉忠和村石仔缸16號,中庄營區,
2017-06-17,精誠甲字260100,9020,金門縣金湖鎮士校路1號,太湖營區,
2017-07-15,精誠甲字260302,9020,金門縣烈嶼鄉后宅庵頂二營區,庵頂營區,
2017-05-25,精誠甲字922002,10014,臺東縣卑南鄉泰安村泰安路316號,太平營區,
2017-07-26,精誠甲字923001,10015,花蓮縣新城鄉民有街2號,復興營區,
2017-07-19,精誠甲字923003,10015,花蓮市府後路25號,美崙營區,
2017-06-22,精誠甲字923005,10014,臺東縣卑南鄉泰安村泰安路316號,太平營區,
2017-06-21,精誠甲字923006,10014,臺東縣卑南鄉泰安村泰安路316號,太平營區,
2017-05-17,精誠甲字923007,10014,臺東縣卑南鄉泰安村泰安路316號,太平營區,
2017-08-09,精誠甲字923010,10014,臺東市志航路3段3號,志航營區,
2017-07-20,精誠甲字923011,10015,花蓮縣吉安鄉中正路2段306號,南埔營區,
2017-08-30,精誠甲字923013,10015,花蓮市府後路25號,美崙營區,
2017-08-23,精誠甲字923016,10014,臺東市志航路3段3號,志航營區,
2017-10-12,精誠甲字923017,10015,花蓮縣吉安鄉干城一街46號,南華營區,
2017-10-18,精誠甲字923020,10014,臺東市岩灣路101巷598號,臺東火車站,
2017-10-18,精誠甲字932002,10002,宜蘭縣宜蘭市建軍路46號,金六結營區,
2017-11-15,精誠甲字932003,10002,宜蘭縣宜蘭市建軍路46號,金六結營區,
2017-06-07,精誠甲字932005,65000,新北市淡水區自立路17號,前山營區,
2017-09-27,精誠甲字932008,10017,基隆市七堵區明德三路40號,北五堵營區,
2017-03-21,精誠甲字932009,68000,桃園市平鎮區龍興里18鄰龍南路369號,龍陵營區,
2017-03-22,精誠甲字932010,68000,桃園市平鎮區龍興里18鄰龍南路369號,龍陵營區,
2017-07-12,精誠甲字932011,10002,宜蘭縣宜蘭市建軍路46號,金六結營區,
2017-07-13,精誠甲字932014,10002,宜蘭縣宜蘭市建軍路46號,金六結營區,
2017-06-20,精誠甲字932017,10004,新竹縣關西鎮老寮東平里1鄰22號,關西營區,
2017-06-23,精誠甲字932018,10005,苗栗縣頭份鎮斗煥里199之1號,斗煥坪營區,
2017-06-15,精誠甲字932022,10004,新竹縣湖口鄉八德路三段11巷12號,長安營區,
2017-08-15,精誠甲字932023,10004,新竹縣湖口鄉勝利路2段358號,湖口四營區,
2017-04-10,精誠甲字932030,68000,桃園市中壢區龍東路750號,建國營區,
2017-04-11,精誠甲字932031,68000,桃園市中壢區龍東路750號,建國營區,
2017-04-12,精誠甲字932032,68000,桃園市中壢區龍東路750號,建國營區,
2017-04-13,精誠甲字932033,68000,桃園市中壢區龍東路750號,建國營區,
2017-11-15,精誠甲字933001,10002,宜蘭縣宜蘭市建軍路46號,金六結營區,
2017-06-22,精誠甲字933004,10005,苗栗縣頭份鎮斗煥里1991號,斗煥坪營區,
2017-11-07,精誠甲字933007,68000,桃園市楊梅區高獅路86巷10之1號,高山頂營區,
2017-11-08,精誠甲字933008,68000,桃園市楊梅區高獅路86巷10之1號,高山頂營區,
2017-10-24,精誠甲字933010,68000,桃園市龍潭區聖亭路325號,凌雲崗營區,
2017-10-25,精誠甲字933013,68000,桃園市龍潭區聖亭路325號,凌雲崗營區,
2017-10-26,精誠甲字933014,68000,桃園市龍潭區聖亭路325號,凌雲崗營區,
2017-04-14,精誠甲字933020,68000,桃園市中壢區龍東路750號,建國營區,
2017-08-15,精誠甲字933021,68000,桃園市龍潭區中正路三林段277號,龍城營區,
2017-08-17,精誠甲字933023,68000,桃園市龍潭區中興路100號,武漢營區,
2017-06-22,精誠甲字933025,68000,桃園市八德區介壽路二段1265號,花崗營區,
2017-07-11,精誠甲字933026,10004,新竹縣湖口鄉勝利路二段350號,湖口營區,
2017-07-12,精誠甲字933027,10004,新竹縣湖口鄉勝利路二段350號,湖口營區,
2017-08-25,精誠甲字933028,10004,新竹縣湖口鄉八德路三段11巷12號,長安營區,
2017-07-13,精誠甲字933030,10004,新竹縣湖口鄉八德路三段11巷12號,長安營區,
2017-09-14,精誠甲字933031,10004,新竹縣湖口鄉八德路三段11巷12號,長安營區,
2017-08-17,精誠甲字933032,10004,新竹縣湖口鄉勝利路2段358號,湖口四營區,
2017-04-12,精誠甲字933034,10002,宜蘭縣頭城鎮宜三路1段311號,二城營區,
2017-04-21,精誠甲字933035,65000,新北市新店區復興路94號,秀朗營區,
2017-05-10,精誠甲字933036,68000,桃園市大溪區烏塗窟901號,虎豹坑營區,
2017-05-17,精誠甲字933037,10004,新竹縣湖口鄉勝利路2段3號,湖口二營區,
2017-03-28,精誠甲字933039,10002,宜蘭市光復路1號,宜蘭火車站,
2017-04-13,精誠甲字933041,68000,桃園市大溪區仁和路一段12號,埔頂營區,
2017-08-30,精誠甲字933044,10002,宜蘭縣宜蘭市建軍路46號,金六結營區,
2017-06-14,精誠甲字933047,10004,新竹縣湖口鄉勝利路2段3號,湖口二營區,
2017-08-16,精誠甲字941001,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2017-09-27,精誠甲字941002,64000,高雄市內門區內南里菜園頂24號,腳帛寮營區,
2017-10-18,精誠甲字941003,64000,高雄市左營區介壽路273號,長風營區,
2017-06-13,精誠甲字942003,67000,臺南市官田區官田路279號,官田營區,
2017-09-07,精誠甲字942004,64000,高雄市鳳山區維武路1號,黃埔營區,
2017-05-16,精誠甲字942007,67000,臺南市永康區中山南路363號,湯山營區,
2017-09-08,精誠甲字942008,64000,高雄市鳳山區維武路1號,黃埔營區,
2017-09-11,精誠甲字942009,64000,高雄市鳳山區維武路1號,黃埔營區,
2017-06-14,精誠甲字942011,64000,高雄市大樹區久堂村久堂路19520號,仁美營區,
2017-07-07,精誠甲字942013,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2017-09-15,精誠甲字942014,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2017-06-15,精誠甲字943002,67000,臺南市官田區官田路279號,官田營區,
2017-09-12,精誠甲字943003,64000,高雄市鳳山區維武路1號,黃埔營區,
2017-09-13,精誠甲字943004,64000,高雄市鳳山區維武路1號,黃埔營區,
2017-10-17,精誠甲字943007,67000,臺南市新化區知義里新和庄551號,知義營區,
2017-05-09,精誠甲字943008,67000,臺南市新化區知義里新和庄551號,知義營區,
2017-06-14,精誠甲字943010,64000,高雄市岡山區大莊路66號,嘉興營區,
2017-04-14,精誠甲字943021,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2017-06-09,精誠甲字943022,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2017-06-13,精誠甲字943023,10013,屏東縣萬巒鄉萬金村營區1號,萬金營區,
2017-06-14,精誠甲字943026,10013,屏東縣萬巒鄉萬金村營區1號,萬金營區,
2017-06-15,精誠甲字943027,10013,屏東縣萬巒鄉萬金村營區1號,萬金營區,
2017-07-19,精誠甲字943030,64000,高雄市大樹區中正一路1號,大樹營區,
2017-06-07,精誠甲字943031,64000,高雄市橋頭區甲昌路287號,新庄營區,
2017-05-10,精誠甲字943032,67000,臺南市新化區那菝林167號,那菝林營區,
2017-04-11,精誠甲字943034,10013,屏東縣潮州鎮中華一路1號,東岸營區,
2017-04-18,精誠甲字943035,64000,高雄市大樹區久堂里久堂路鐵路巷15號,九曲堂火車站,
2017-03-28,精誠甲字943036,67000,臺南市新營區中營里中山路1號,新營火車站,
2017-04-20,精誠甲字943040,64000,高雄市鼓山區鼓山三路127號,自強營區,
2017-04-27,精誠甲字943041,64000,高雄市內門區永興里永和11號,田單營區,
2017-05-10,精誠甲字951002,10010,嘉義縣水上鄉三鎮村三鎮路2之20號,南靖營區,
2017-05-09,精誠甲字952004,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2017-05-10,精誠甲字952005,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2017-05-11,精誠甲字952006,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2017-05-17,精誠甲字952007,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2017-05-17,精誠甲字952008,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2017-05-18,精誠甲字952009,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2017-05-18,精誠甲字952010,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2017-03-24,精誠甲字952013,66000,臺中市神岡區圳堵里神清路163號,圳堵營區,
2017-07-12,精誠甲字952014,10010,嘉義縣大林鎮中坑里第一鄰沙崙一之九號,精北營區,
2017-03-16,精誠甲字952015,66000,臺中市后里區廣福村寺山路121號,七星崗營區,
2017-07-11,精誠甲字952019,10010,嘉義縣大林鎮中坑里第一鄰沙崙一之九號,精北營區,
2017-07-13,精誠甲字952020,10010,嘉義縣大林鎮中坑里第一鄰沙崙一之九號,精北營區,
2017-09-21,精誠甲字953003,66000,臺中市新社區興社街一段235號,龍翔營區,
2017-09-19,精誠甲字953007,66000,臺中市大里區健民路86號,竹坑營區,
2017-09-20,精誠甲字953008,66000,臺中市大里區健民路86號,竹坑營區,
2017-03-13,精誠甲字953011,66000,臺中市后里區廣福村寺山路121號,七星崗營區,
2017-03-14,精誠甲字953012,66000,臺中市后里區廣福村寺山路121號,七星崗營區,
2017-03-15,精誠甲字953013,66000,臺中市后里區廣福村寺山路121號,七星崗營區,
2017-03-21,精誠甲字953018,66000,臺中市神岡區圳堵里神清路163號,圳堵營區,
2017-03-22,精誠甲字953019,66000,臺中市神岡區圳堵里神清路163號,圳堵營區,
2017-05-19,精誠甲字953022,66000,臺中市和平區東關路一段岳武巷5號,麗陽營區,
2017-04-11,精誠甲字953023,66000,臺中市大雅區忠義里信義路97號,南大營區,
2017-04-13,精誠甲字953024,66000,臺中市大雅區忠義里信義路97號,南大營區,
2017-09-21,精誠甲字953026,67000,臺南市白河區內角里2號,內角營區,
2017-09-07,精誠甲字953030,67000,臺南市白河區內角里2號,內角營區,
2017-08-16,精誠甲字953031,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2017-07-26,精誠甲字953033,66000,臺中市新社區大南里崑南街243號,七分營區,
2017-09-13,精誠甲字953035,10020,嘉義市東區鹿寮里40號,蘭潭營區,
2017-07-05,精誠甲字953036,10008,南投縣埔里鎮蜈蚣里鯉魚路55號,鯉魚潭營區,
2017-05-17,精誠甲字953037,10020,嘉義市東區短竹里彌陀路70巷87號,彌陀營區,
2017-09-19,精誠甲字953038,66000,臺中市潭子區仁愛路一段1號,新田營區,
2017-05-16,精誠甲字953039,67000,臺南市白河區內角里13鄰2號,內角營區,
2017-05-10,精誠甲字953040,66000,臺中市后里區甲后路1號,后里火車站,
2017-04-19,精誠甲字953042,10020,嘉義市中山路528號,嘉義火車站,
2017-08-09,精誠甲字953044,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2017-09-26,精誠甲字953046,66000,臺中市新社區中興嶺100號,中興嶺營區,
2017-06-21,衛國甲字240100,64000,高雄市鳳山區鳳頂路1000號,金湯營區,
2017-07-22,衛國甲字250100,66000,臺中市烏日區中山路三段502號,成功嶺營區,
2017-09-13,衛國甲字933001,68000,桃園市龍潭區中興路168號,健行營區,
2016-06-03,箭鋒甲字933003,63000,臺北市松山區撫遠街430號,松山營區,
2016-07-01,箭鋒甲字933002,65000,新北市淡水區崁頂里92號,神鷹營區,
2016-07-01,箭鋒甲字932005,65000,新北市萬里區大仁街191號,中幅子營區,
2016-07-11,箭鋒甲字933001,68000,桃園市八德區興豐路886號,八德營區,
2016-07-15,箭鋒甲字932010,68000,桃園市楊梅區楊湖路一段367巷51號,慧星營區,
2016-07-18,箭鋒甲字952004,10009,雲林縣褒忠鄉新湖村復興路2512號,褒忠營區,
2016-08-01,箭鋒甲字932012,68000,桃園市蘆竹區草仔崎156號,草仔崎營區,
2016-08-05,箭鋒甲字952001,66000,臺中市大肚區遊園路1段1號,虎威營區,
2016-08-15,箭鋒甲字942004,64000,高雄市小港區大平路236號,小港營區,
2016-08-15,箭鋒甲字943002,64000,高雄市小港區大平路236號,小港營區,
2016-09-02,箭鋒甲字933004,68000,桃園市楊梅區楊湖路一段367巷51號,慧星營區,
2016-09-05,箭鋒甲字922002,10015,花蓮縣花蓮市新興路100號,美侖營區,
2016-09-05,箭鋒甲字923001,10015,花蓮縣花蓮市新興路100號,美侖營區,
2016-09-19,箭鋒甲字942003,67000,臺南市西港區金沙村新寮1501號,佳里營區,
2016-09-26,箭鋒甲字953001,10005,苗栗縣竹南鎮大埔里想思林2550號,金鷹營區,
2016-09-30,箭鋒甲字932002,65000,新北市金山區永興村六林香果園246號,神雷營區,
2016-10-03,箭鋒甲字932004,10002,宜蘭縣蘇澳鎮蘇峰路1號,砲台山營區,
2016-10-17,箭鋒甲字942002,64000,高雄市林園鄉林家村1鄰龍潭路500號,虎距營區,
2016-10-21,箭鋒甲字932008,65000,新北市三峽區中正路三段1號,光武營區,
2016-11-04,箭鋒甲字912001,10016,澎湖縣白沙鄉後寮村19720號,白沙營區,
2016-10-29,大業甲字210100,10016,澎湖縣馬公市案山里文山路900號,定海營區,
2016-12-03,大業甲字230100,68000,桃園市龜山區忠義路二段350號,下湖西營區,
2016-09-24,大業甲字240102,64000,高雄市左營區世運大道1號,南勝利營區,
2016-10-15,大業甲字240107,64000,高雄市左營區世運大道1號,南勝利營區,
2016-10-29,大業甲字240108,64000,高雄市左營區世運大道1號,南勝利營區,
2016-09-24,大業甲字240109,64000,高雄市左營區世運大道1號,南勝利營區,
2016-04-13,大業甲字240201,10013,屏東縣車城鄉溫泉村溫泉路20號,二重溪營區,
2016-06-15,大業甲字240204,10013,屏東縣車城鄉溫泉村溫泉路20號,二重溪營區,
2016-11-02,大業甲字240205,10013,屏東縣車城鄉溫泉村溫泉路20號,二重溪營區,
2016-05-28,大業甲字240303,10013,屏東縣內埔鄉龍泉村中勝路415號,龍泉營區,
2016-06-18,大業甲字240305,10013,屏東縣內埔鄉龍泉村中勝路415號,龍泉營區,
2016-04-09,大業甲字240307,10013,屏東縣內埔鄉龍泉村中勝路415號,龍泉營區,
2016-05-28,大業甲字240310,10013,屏東縣內埔鄉龍泉村中勝路415號,龍泉營區,
2016-08-20,大業甲字240500,64000,高雄市梓官區信蚵里通安路500號,蚵仔寮營區,
2016-07-19,大業甲字933003,68000,桃園市龜山區忠義路二段350號,下湖西營區,
2016-07-20,大業甲字933004,68000,桃園市龜山區忠義路二段350號,下湖西營區,
2016-08-22,大業甲字942001,64000,高雄市梓官區信蚵里通安路500號,蚵仔寮營區,
2016-10-05,大業甲字942004,64000,高雄市左營區世運大道1號,南勝利營區,
2016-04-20,大業甲字942006,10013,屏東縣內埔鄉龍泉村中勝路415號,龍泉營區,
2016-04-21,大業甲字942007,10013,屏東縣內埔鄉龍泉村中勝路415號,龍泉營區,
2016-04-22,大業甲字942009,10013,屏東縣內埔鄉龍泉村中勝路415號,龍泉營區,
2016-05-31,大業甲字943004,64000,高雄市林園區潭頭路1號,句踐營區,
2016-08-23,大業甲字943006,64000,高雄市左營區先鋒路9號,篤實營區,
2016-08-24,大業甲字943007,64000,高雄市左營區先鋒路9號,火牛營區,
2016-06-18,仁愛甲字220200,10015,花蓮縣新城鄉嘉新村花師街37號,花蓮基地,
2016-08-20,仁愛甲字220300,10013,臺東縣臺東市志航路三段3號,志航基地,
2016-03-12,仁愛甲字230100,65000,新北市淡水區沙崙里中正路二段53號,忠莊營區,
2016-08-20,仁愛甲字240200,10013,屏東縣屏東市勝利路330號,屏東基地,
2016-10-20,仁愛甲字911001,10016,澎湖縣湖西鄉隘門村17號,馬公基地,
2016-08-23,仁愛甲字911002,10016,澎湖縣湖西鄉隘門村17號,馬公基地,
2016-10-20,仁愛甲字913002,10016,澎湖縣湖西鄉隘門村17號,馬公基地,
2016-05-04,仁愛甲字921003,10015,花蓮縣新城鄉嘉新村花師街37號,花蓮基地,
2016-06-06,仁愛甲字921006,10013,臺東市志航路3段3號,志航基地,
2016-08-16,仁愛甲字921007,10015,花蓮縣新城鄉佳林村佳林105號,佳山基地,
2016-05-06,仁愛甲字922001,10015,花蓮縣新城鄉嘉新村花師街37號,花蓮基地,
2016-08-15,仁愛甲字922003,10015,花蓮縣新城鄉佳林村佳林105號,佳山基地,
2016-05-05,仁愛甲字923002,10015,花蓮縣新城鄉嘉新村花師街37號,花蓮基地,
2016-06-07,仁愛甲字923003,10013,臺東市志航路3段3號,志航基地,
2016-08-17,仁愛甲字923004,10015,花蓮縣新城鄉佳林村佳林105號,佳山基地,
2016-05-26,仁愛甲字931001,10018,新竹市北區境福里13鄰中正路699號,新竹基地,
2016-05-04,仁愛甲字931005,63000,臺北市民權東路4段121號,松山基地,
2016-05-11,仁愛甲字932002,63000,臺北市民權東路4段121號,松山基地,
2016-05-27,仁愛甲字933001,10018,新竹市北區境福里13鄰中正路699號,新竹基地,
2016-05-11,仁愛甲字933002,63000,臺北市民權東路4段121號,松山基地,
2016-08-22,仁愛甲字941003,64000,高雄市岡山區介壽西路西首1號,岡山基地,
2016-08-22,仁愛甲字941004,67000,臺南市南區機場路905號,台南基地,
2016-08-10,仁愛甲字941005,67000,臺南市南區機場路905號,台南基地,
2016-05-26,仁愛甲字941009,10013,屏東縣屏東市勝利路330號,屏東基地,
2016-10-25,仁愛甲字942001,64000,高雄市岡山區介壽西路西首1號,岡山基地,
2016-08-11,仁愛甲字942002,67000,臺南市南區機場路905號,台南基地,
2016-05-24,仁愛甲字942003,10013,屏東縣屏東市勝利路330號,屏東基地,
2016-05-25,仁愛甲字943003,10013,屏東縣屏東市勝利路330號,屏東基地,
2016-10-26,仁愛甲字943004,67000,臺南市仁德區保仁路195號,長安基地,
2016-05-02,仁愛甲字951001,66000,臺中市大雅區中清路5段2號,清泉崗基地,
2016-05-23,仁愛甲字951004,10010,嘉義縣水上鄉榮典路1號,嘉義基地,
2016-05-25,仁愛甲字951006,10010,嘉義縣水上鄉榮典路1號,嘉義基地,
2016-05-03,仁愛甲字952001,66000,臺中市大雅區中清路5段2號,清泉崗基地,
2016-05-04,仁愛甲字952002,66000,臺中市大雅區中清路5段2號,清泉崗基地,
2016-05-24,仁愛甲字952003,10010,嘉義縣水上鄉榮典路1號,嘉義基地,
2016-08-29,忠信甲字120101,10015,花蓮縣花蓮市新興路精忠七村六十六號,美崙營區,
2016-08-29,忠信甲字120102,10015,花蓮縣花連市新興路精忠七村66號,美倫營區,
2016-08-01,忠信甲字130102,10017,基隆市中正區正榮街100號,直砂山營區,
2016-08-01,忠信甲字130103,10017,基隆市中正區正榮街100號,直砂山營區,
2016-07-18,忠信甲字130202,63000,臺北市大安區和平東路3段170號,基信營區,
2016-07-18,忠信甲字130204,63000,臺北市大安區和平東路三段170號,基信營區,
2016-08-01,忠信甲字130402,10017,基隆市中正區正榮街100號,直砂山營區,
2016-08-15,忠信甲字140101,64000,高雄市苓雅區建國一路特2號,鳳山營區,
2016-08-15,忠信甲字140102,64000,高雄市苓雅區建國一路特2號,鳳山營區,
2016-07-04,忠信甲字140200,68000,桃園市中壢區龍岡路3段460巷190號,龍岩營區,
2016-07-04,忠信甲字150200,68000,桃園市中壢區龍岡路3段460巷190號,龍岩營區,
2016-09-24,忠貞甲字220100,10015,花蓮縣花蓮市中正路643號,誠正營區,
2016-06-18,忠貞甲字230101,68000,桃園市龜山區公西村復興街301之1號,慧敏營區,
2016-05-28,忠貞甲字230102,68000,桃園市龜山區公西村復興街301之1號,慧敏營區,
2016-06-18,忠貞甲字230103,68000,桃園市龜山區公西村復興街301之1號,慧敏營區,
2016-05-28,忠貞甲字230104,68000,桃園市龜山區公西村復興街301之1號,慧敏營區,
2016-04-30,忠貞甲字230105,68000,桃園市龜山區公西村復興街301之1號,慧敏營區,
2016-04-30,忠貞甲字230106,68000,桃園市龜山區公西村復興街301之1號,慧敏營區,
2016-09-21,忠貞甲字230600,68000,桃園市龜山區公西村復興路3011號,慧敏營區,
2016-04-09,忠貞甲字230800,68000,桃園市龜山區公西里復興街301之1號,慧敏營區,
2016-07-02,忠貞甲字230900,68000,桃園市龜山區公西村復興路3011號,慧敏營區,
2016-08-20,忠貞甲字240200,64000,高雄市鳥松區鳥松村21鄰忠義路500號,鐵衛營區,
2016-08-20,忠貞甲字240300,64000,高雄市鳥松區鳥松村21鄰忠義路500號,鐵衛營區,
2016-08-13,忠貞甲字250400,66000,臺中市大雅區中清路5段2號,硬漢營區,
2016-07-23,忠貞甲字250500,66000,臺中市大雅區中清路5段2號,硬漢營區,
2016-10-15,忠貞甲字250600,66000,臺中市大雅區中清路5段2號,硬漢營區,
2016-07-13,忠貞甲字922002,10013,臺東縣卑南鄉泰安村361號,太平營區,
2016-08-05,忠貞甲字932002,68000,桃園市龜山區公西村復興路3011號,慧敏營區,
2016-05-23,忠貞甲字932003,68000,桃園市龜山區公西村復興街301之1號,慧敏營區,
2016-05-23,忠貞甲字932005,68000,桃園市龜山區公西村復興街301之1號,慧敏營區,
2016-06-13,忠貞甲字932007,68000,桃園市龜山區公西村復興路3011號,慧敏營區,
2016-06-06,忠貞甲字932009,10002,宜蘭縣員山鄉復興路92號,員山營區,
2016-05-13,忠貞甲字932010,68000,桃園市龜山區公西村復興街301之1號,慧敏營區,
2016-07-08,忠貞甲字932011,68000,桃園市龜山區公西村復興路3011號,慧敏營區,
2016-06-15,忠貞甲字942001,64000,高雄市鳥松區鳥松村21鄰忠義路500號,鐵衛營區,
2016-08-22,忠貞甲字943001,64000,高雄市鳥松區忠義路500號,鐵衛營區,
2016-06-13,忠貞甲字952001,66000,臺中市大雅區中清路5段2號,硬漢營區,
2016-05-27,忠貞甲字952002,66000,臺中市大雅區中清路5段2號,硬漢營區,
2016-08-29,忠貞甲字952003,66000,臺中市大雅區中清路5段2號,硬漢營區,
2016-06-27,忠貞甲字953001,66000,臺中市大雅區中清路5段2號,硬漢營區,
2016-07-16,忠義甲字230200,10002,宜蘭縣蘇澳鎮軍港路10號,東海營區,
2016-06-01,忠義甲字240100,64000,高雄市左營區成功一路1號,莊強營區,
2016-07-09,忠義甲字280300,10002,宜蘭縣蘇澳鎮軍港路10號,東海營區,
2016-08-20,忠義甲字280400,10002,宜蘭縣蘇澳鎮軍港路10號,東海營區,
2016-05-28,忠義甲字280500,10017,基隆市中山二路94號,居仁營區,
2016-08-20,忠義甲字280600,64000,高雄市左營區成功一路1號,莊強營區,
2016-07-16,忠義甲字280900,10017,基隆市中山二路94號,居仁營區,
2016-08-04,忠義甲字913001,10016,澎湖縣馬公市案山里文山路900號,定海營區,
2016-09-22,忠義甲字931001,10017,基隆市中山二路94號,居仁營區,
2016-10-19,忠義甲字941002,64000,高雄市左營區成功一路1號,莊強營區,
2016-08-23,忠義甲字941003,64000,高雄市左營區成功一路1號,莊強營區,
2016-10-20,忠義甲字943001,64000,高雄市左營區成功一路1號,莊強營區,
2016-09-20,忠實甲字933001,63000,臺北市南港區昆陽街165號,光華營區,
2016-09-27,忠實甲字933002,10002,宜蘭縣礁溪鄉礁溪路5段1號,光旭營區,
2016-06-24,忠實甲字953002,66000,臺中市東區振興路178號,新實營區,
2016-11-19,忠興甲字230200,63000,臺北市北投區中央北路二段70號,復興崗營區,
2016-08-24,軍勤甲字921301,10013,臺東縣臺東市四維路二段23號,寶桑國小,
2016-09-08,軍勤甲字921304,10015,花蓮縣府前路5號,花蓮工務段,
2016-09-07,軍勤甲字931305,68000,桃園市復興區羅浮里37號,復興工務段,
2016-07-14,軍勤甲字941101,64000,高雄市三民區九如二路1511號,高雄工務段,
2016-08-12,軍勤甲字951102,66000,臺中市烏日區光日路225號,臺中工務段,
2016-10-05,軍勤甲字951302,66000,臺中市大肚區沙田路二段356巷6號,台中工務段,
2016-10-04,軍勤甲字951309,10009,雲林縣斗南鎮延平路二段128號,斗南工務段,
2016-03-19,博愛甲字211101,10016,澎湖縣湖西鄉西溪村128號,太武北營區,
2016-03-26,博愛甲字211102,10016,澎湖縣湖西鄉西溪村128號,太武北營區,
